value,canonical_type,confidence,types_found,count_per_type,entities_to_reclassify,edges_affected
pipe section,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=3; LOCATION=1,1,1
pipe string,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
pipelay control_x000D_,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
plant,LOCATION,high,EQUIPMENT; LOCATION,LOCATION=11; EQUIPMENT=1,1,1
plastic wrapped humpy,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
poll,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
pontoon,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
pool,LOCATION,high,BODY_PART; LOCATION,LOCATION=7; BODY_PART=1,1,1
port,LOCATION,high,BODY_PART; LOCATION,LOCATION=39; BODY_PART=1,1,1
port side,LOCATION,high,BODY_PART; LOCATION,LOCATION=32; BODY_PART=1,1,1
post,LOCATION,high,BODY_PART; LOCATION,LOCATION=7; BODY_PART=1,1,1
quina,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
rack 1,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
racks,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=4; LOCATION=1,1,1
radian,LOCATION,moderate,BODY_PART; LOCATION,LOCATION=2; BODY_PART=1,1,1
rampa,LOCATION,moderate,BODY_PART; LOCATION,LOCATION=2; BODY_PART=1,1,1
paint rack,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
padeye,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
pad eye,BODY_PART,moderate,BODY_PART; EQUIPMENT,BODY_PART=4; EQUIPMENT=1,1,1
nearby clinic,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
middle,BODY_PART,moderate,BODY_PART; LOCATION,BODY_PART=2; LOCATION=1,1,1
mirrors,EQUIPMENT,moderate,BODY_PART; EQUIPMENT,EQUIPMENT=2; BODY_PART=1,1,1
mixing tank,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
module 200,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
module shop,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=4; ORGANIZATION=1,1,1
monkey’s fist,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
morts,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
mouse hole,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
mud mat,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
muffler,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
nail,BODY_PART,high,BODY_PART; INJURY_TYPE,BODY_PART=6; INJURY_TYPE=1,1,1
nef A,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
overhead door,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
office trailer,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
oficina de solda,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
olhal,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
on-site clinic,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
onshore medical facility,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
onsite clinic,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=5; LOCATION=1,1,1
open top tank,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
operator,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=17; EQUIPMENT=1,1,1
outboard,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
outrigger,EQUIPMENT,moderate,BODY_PART; EQUIPMENT,EQUIPMENT=3; BODY_PART=1,1,1
overhead,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
mill,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
TRAIN1,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
bobcat,EQUIPMENT,moderate,BODY_PART; EQUIPMENT,EQUIPMENT=4; BODY_PART=1,1,1
Genie,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
Flap #1,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Floragracht,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
Flowback,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
Forth Ports,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
G1200 Helideck,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
G150,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=4; LOCATION=1,1,1
G201,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
G2i,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
GBV 18,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
GCS00,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=3; ORGANIZATION=1,1,1
GOM,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
GTG,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Gravity Base,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Fishing Tool,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Greater Enfield,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=5; ORGANIZATION=1,1,1
HANZE terminal,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=4; EQUIPMENT=1,1,1
HLB,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
HOM,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=3; EQUIPMENT=1,1,1
HPA,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
HPU1,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
HRM,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
HS,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=6; LOCATION=1,1,1
HVAC duct,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
HW,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
HYUNDAI,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
Hall H,LOCATION,moderate,BODY_PART; LOCATION,LOCATION=2; BODY_PART=1,1,1
Fitter,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
First aid,EQUIPMENT,high,EQUIPMENT; ORGANIZATION,EQUIPMENT=13; ORGANIZATION=1,1,1
EPIs,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=4; ORGANIZATION=1,1,1
Etalon,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
EQ,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
ER,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=9; ORGANIZATION=1,1,1
ERB,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
ERT,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=26; LOCATION=1,1,1
ESDV,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
ESS-305,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
ET4,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
Edradour project,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
Emergency Diesel Generators,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Emsslift,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Energy Tower 4,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
Engineering department,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=5; LOCATION=1,1,1
Etrez,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=12; ORGANIZATION=1,1,1
Feres Medical Facility,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
FAT,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
FB,BODY_PART,ambiguous,BODY_PART; ORGANIZATION,BODY_PART=1; ORGANIZATION=1,1,1
FEL,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
FIBAP,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=4; EQUIPMENT=1,1,1
FIU,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=4; ORGANIZATION=1,1,1
FLNG,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
FLOT,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=4; LOCATION=1,1,1
FM,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
FMC,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=32; EQUIPMENT=1,1,1
FSTs,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
Fayard shipyard,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Fenja,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Halten ?st Project,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
Happy River,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Hasbah reel,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
MEG,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=4; EQUIPMENT=1,1,1
Komotini Project Clinic,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
LAOT,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
LB,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
LDC,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=4; EQUIPMENT=1,1,1
LQ,BODY_PART,ambiguous,BODY_PART; ORGANIZATION,BODY_PART=1; ORGANIZATION=1,1,1
LS,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
LST,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
LTPC,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Lobito,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=45; ORGANIZATION=1,1,1
Loyal Drill Centre,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Lysaker,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=83; ORGANIZATION=1,1,1
MDIS,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
MEWPS,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=3; ORGANIZATION=1,1,1
Helix,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
MIL205,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
MLP,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
MMR,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
MMT,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=11; LOCATION=1,1,1
MPP,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=3; ORGANIZATION=1,1,1
MTI,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=6; LOCATION=1,1,1
MTP,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
MTR1,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
MTRT,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=4; ORGANIZATION=1,1,1
MVC,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
MWP,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=31; ORGANIZATION=1,1,1
Maersk Detector,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Kit Cell,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=3; ORGANIZATION=1,1,1
Kavala Hospital,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Kastoria General Hospital,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Karratha Health Campus,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Highbay,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=6; ORGANIZATION=1,1,1
Horn Mountain West,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Hospital Labuan,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Houston Weld Shop,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
Huisman,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=6; LOCATION=1,1,1
I.P.,ORGANIZATION,moderate,BODY_PART; ORGANIZATION,ORGANIZATION=4; BODY_PART=1,1,1
IB hub,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
ICO,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
IFS,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=12; EQUIPMENT=1,1,1
ISBL,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
ISOS clinic,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=6; LOCATION=1,1,1
ISOS_x000D_,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
ITS,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
IWCM,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
Inspection,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Intelex,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=22; EQUIPMENT=1,1,1
Ithaca,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
JB,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
JFL,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
JSA,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=54; EQUIPMENT=1,1,1
Jacket walkway,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
Jurong Port,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
KSU B17,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
KTP,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=8; LOCATION=1,1,1
Karmsund Havn,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
EPP,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
ELCB,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Marshalling,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
BH,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=5; LOCATION=1,1,1
Alexandroupoli hospital,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Allseas Solitaire,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
Altea,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Apache II,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
Appomattox,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Arctica 2,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Armor 10,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Attachment 1,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
Azerikimya,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
B14,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
B6,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
BAP,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
BLS,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
Aberdeen Royal Infirmary,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
BORL OHC centre,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
BSLM,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
BSP24,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
BSRTT,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=4; ORGANIZATION=1,1,1
BWI BP medical centre,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Bellman,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
Big Red,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
Bintulu Medical Center,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Bob A6,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Bourbon Bora,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Bourbon Evolution 803,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Breidablikk,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
Aegir,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Aberdeen,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=2547; ORGANIZATION=1,1,1
EDG,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=6; LOCATION=1,1,1
A&P Tyne,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
1250 Carousel,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
2/E,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
2nd end,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
3 level clinic,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
3-rd level Medical clinic,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
3/E,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
3505,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
?Romashka? Camp,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=3; ORGANIZATION=1,1,1
A & E,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
A & R,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
A Ponte,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
A&E department,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
A1,INJURY_TYPE,ambiguous,INJURY_TYPE; LOCATION,INJURY_TYPE=1; LOCATION=1,1,1
Aasta Hansteen Spar,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
A11,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
A6,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
A7,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
AC,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=4; ORGANIZATION=1,1,1
ACC,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=17; LOCATION=1,1,1
AHC,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
AKILUX,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
APSB,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
ASA,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
ASB,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
AU site,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
AWT,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
Buzios,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
C,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
C-spine,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
DWP,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
DAT,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
DG,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
DHT,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
DMA,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
DMAS,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
DP3,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
DPG,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
DPO’s,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
DRA,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=4; EQUIPMENT=1,1,1
DSB,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=8; LOCATION=1,1,1
DTB,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
DTH,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=3; ORGANIZATION=1,1,1
Damen Verolme,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
CCTV,EQUIPMENT,high,EQUIPMENT; ORGANIZATION,EQUIPMENT=6; ORGANIZATION=1,1,1
Deema,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Deep Blue clinic,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
