incident_id,source,description,target,text_unit_id,relationship_id,document_id
324,FORKLIFT,INVOLVED,ACCIDENT 324 - DONTKNOW INVOLVED EQUIPMENT OR TASK,0681f0be8f4341f98646f3c9abefea112f820a72ace350e2c3ead170c34e6a0f7bb6aeadb269ccf399a5e6a07e1bf5774f5a7a9d874bfad8cffd90f3e424aa49,12692994-26ec-46af-bbe9-c9b5eececf93,720f7b3c7ef0435625791f6dab78ac72632d60211e5d3fd988e3e1adc1e72c3db7b92adadbc970c6d5558d1eeaa483c75c78a80c5a36e76a91b5697eae69939f
324,ACCIDENT 324 - 20TON FORKLIFT DENTED PARKING DELIVERY TRUCK,INVOLVED,FORKLIFT,0681f0be8f4341f98646f3c9abefea112f820a72ace350e2c3ead170c34e6a0f7bb6aeadb269ccf399a5e6a07e1bf5774f5a7a9d874bfad8cffd90f3e424aa49,e822284e-b107-4563-a63c-091bcfbaca80,720f7b3c7ef0435625791f6dab78ac72632d60211e5d3fd988e3e1adc1e72c3db7b92adadbc970c6d5558d1eeaa483c75c78a80c5a36e76a91b5697eae69939f
376,ACCIDENT 376 - FAC - DUTRA INDUSTRIAL PLANTS - IMPACT ON FOOTBALL WHEELS TO THE ANKLE,USED_IN,FOOTBALL WHEELS,52511d196ff0857a3bf1beb2835a6f3f8197576501f0052954b8e5344a5cd2e4811133def0b7f43313b352bbff2a9362947e723b8ec844657e0be56bdb93067b,c6720dea-e706-498f-8afc-c176c002d051,1e8d73c7795d30b2de7c19600b32c893aa9fa9fa48341548b653fa90e3e29128133c73ca8e47529d6a170e7e895b0c90996bb736f10c05d6b9a158df7b37778e
376,ACCIDENT 376 - FAC - DUTRA INDUSTRIAL PLANTS - IMPACT ON FOOTBALL WHEELS TO THE ANKLE,OCCURRED_AT,"FASSUB INDUSTRIAL PLANT, RIO DE JANEIRO, BRAZIL",52511d196ff0857a3bf1beb2835a6f3f8197576501f0052954b8e5344a5cd2e4811133def0b7f43313b352bbff2a9362947e723b8ec844657e0be56bdb93067b,5838658d-963d-4a72-8f7a-34cb4cf9ac6f,1e8d73c7795d30b2de7c19600b32c893aa9fa9fa48341548b653fa90e3e29128133c73ca8e47529d6a170e7e895b0c90996bb736f10c05d6b9a158df7b37778e
376,ACCIDENT 376 - FAC - DUTRA INDUSTRIAL PLANTS - IMPACT ON FOOTBALL WHEELS TO THE ANKLE,AFFECTED,ANKLE,52511d196ff0857a3bf1beb2835a6f3f8197576501f0052954b8e5344a5cd2e4811133def0b7f43313b352bbff2a9362947e723b8ec844657e0be56bdb93067b,6f903193-9432-4d7e-8477-7e291c423a6f,1e8d73c7795d30b2de7c19600b32c893aa9fa9fa48341548b653fa90e3e29128133c73ca8e47529d6a170e7e895b0c90996bb736f10c05d6b9a158df7b37778e
376,ACCIDENT 376 - FAC - DUTRA INDUSTRIAL PLANTS - IMPACT ON FOOTBALL WHEELS TO THE ANKLE,OCCURRED_AT,"2022-0201, RIO DE JANEIRO, BRAZIL CAMPUS",52511d196ff0857a3bf1beb2835a6f3f8197576501f0052954b8e5344a5cd2e4811133def0b7f43313b352bbff2a9362947e723b8ec844657e0be56bdb93067b,7df35ba6-74aa-4963-8b9e-658eb9115b4c,1e8d73c7795d30b2de7c19600b32c893aa9fa9fa48341548b653fa90e3e29128133c73ca8e47529d6a170e7e895b0c90996bb736f10c05d6b9a158df7b37778e
376,ACCIDENT 376 - FAC - DUTRA INDUSTRIAL PLANTS - IMPACT ON FOOTBALL WHEELS TO THE ANKLE,<source>,FOOTBALL CART USED FOR TRANSPORTING EQUIPMENT WITHIN THE PLANT.,52511d196ff0857a3bf1beb2835a6f3f8197576501f0052954b8e5344a5cd2e4811133def0b7f43313b352bbff2a9362947e723b8ec844657e0be56bdb93067b,9b8f98d7-aa3a-4917-a2b9-6631e006b06a,1e8d73c7795d30b2de7c19600b32c893aa9fa9fa48341548b653fa90e3e29128133c73ca8e47529d6a170e7e895b0c90996bb736f10c05d6b9a158df7b37778e
376,ACCIDENT 376 - FAC - DUTRA INDUSTRIAL PLANTS - IMPACT ON FOOTBALL WHEELS TO THE ANKLE,<strength>,"DUTRAP CAMPUS, RIO DE JANEIRO, BRAZIL CLIENT LOCATION CODE",52511d196ff0857a3bf1beb2835a6f3f8197576501f0052954b8e5344a5cd2e4811133def0b7f43313b352bbff2a9362947e723b8ec844657e0be56bdb93067b,a914b7b8-dbe6-4d62-911f-29c817e03196,1e8d73c7795d30b2de7c19600b32c893aa9fa9fa48341548b653fa90e3e29128133c73ca8e47529d6a170e7e895b0c90996bb736f10c05d6b9a158df7b37778e
376,ACCIDENT 376 - FAC - DUTRA INDUSTRIAL PLANTS - IMPACT ON FOOTBALL WHEELS TO THE ANKLE,"INVOLVED
OCCURRED_AT","DUTRAP INDUSTRIAL PLANT, RIO DE JANEIRO, BRAZIL CAMPUS",52511d196ff0857a3bf1beb2835a6f3f8197576501f0052954b8e5344a5cd2e4811133def0b7f43313b352bbff2a9362947e723b8ec844657e0be56bdb93067b,9ab7d5e0-3137-43dd-b6da-88aaec5e301e,1e8d73c7795d30b2de7c19600b32c893aa9fa9fa48341548b653fa90e3e29128133c73ca8e47529d6a170e7e895b0c90996bb736f10c05d6b9a158df7b37778e
376,ACCIDENT 376 - FAC - DUTRA INDUSTRIAL PLANTS - IMPACT ON FOOTBALL WHEELS TO THE ANKLE,"DATE
REPORTED_DATE
OCCURRED_AT",2022-02-22,52511d196ff0857a3bf1beb2835a6f3f8197576501f0052954b8e5344a5cd2e4811133def0b7f43313b352bbff2a9362947e723b8ec844657e0be56bdb93067b,c21c34ee-9d56-4429-a979-e83d05ec9643,1e8d73c7795d30b2de7c19600b32c893aa9fa9fa48341548b653fa90e3e29128133c73ca8e47529d6a170e7e895b0c90996bb736f10c05d6b9a158df7b37778e
376,"""ENTITY""",<target>,<SOURCE>,52511d196ff0857a3bf1beb2835a6f3f8197576501f0052954b8e5344a5cd2e4811133def0b7f43313b352bbff2a9362947e723b8ec844657e0be56bdb93067b,41584b57-2ebb-408f-b66d-bfc21e3f1948,1e8d73c7795d30b2de7c19600b32c893aa9fa9fa48341548b653fa90e3e29128133c73ca8e47529d6a170e7e895b0c90996bb736f10c05d6b9a158df7b37778e
578,TECHNIPFMC AUSTRALIA WA 456 P PL JV,ACCIDENT 578 - FAC Skandi Hercules HEAT EXHAUSTION TREATMENT 21 Feb 2022,CLIENT OF,5f43d3067365df42688c4672ebc4bfc1d309b81d95c24a78ff90deaab7d997ee62002ecedd4d4f11bbcc3e7452708e14c4b478c36d0f93017d6b223174ed64a7,7aa7b26b-e944-4361-8cc5-8549e64721d8,55591d1bbfa3d89fc9d34870d96b3fc11001fbbe9721f29dac52c70c353229e057edc21fd1ee7b64b13f81889235cb122d1e66288401ef6b1dd4236b294031df
578,ACCIDENT 578 - FAC SKANDI HERCULES HEAT EXHAUSTION TREATMENT 21 FEB 2022,OCCURRED_AT,"PERTH OFFICE, PERTH, AUSTRALIA",5f43d3067365df42688c4672ebc4bfc1d309b81d95c24a78ff90deaab7d997ee62002ecedd4d4f11bbcc3e7452708e14c4b478c36d0f93017d6b223174ed64a7,c097248c-1a3d-4b02-a8cb-ed310a3cce2d,55591d1bbfa3d89fc9d34870d96b3fc11001fbbe9721f29dac52c70c353229e057edc21fd1ee7b64b13f81889235cb122d1e66288401ef6b1dd4236b294031df
578,ACCIDENT 578 - FAC SKANDI HERCULES HEAT EXHAUSTION TREATMENT 21 FEB 2022,"INVOLVED
CLIENT OF",TECHNIPFMC AUSTRALIA WA 456 P PL JV,5f43d3067365df42688c4672ebc4bfc1d309b81d95c24a78ff90deaab7d997ee62002ecedd4d4f11bbcc3e7452708e14c4b478c36d0f93017d6b223174ed64a7,e502e98b-6343-459c-a27a-b5d43bd00526,55591d1bbfa3d89fc9d34870d96b3fc11001fbbe9721f29dac52c70c353229e057edc21fd1ee7b64b13f81889235cb122d1e66288401ef6b1dd4236b294031df
578,ACCIDENT 578 - FAC SKANDI HERCULES HEAT EXHAUSTION TREATMENT 21 FEB 2022,USED_IN,SKANDI HERCULES FORKLIFT,5f43d3067365df42688c4672ebc4bfc1d309b81d95c24a78ff90deaab7d997ee62002ecedd4d4f11bbcc3e7452708e14c4b478c36d0f93017d6b223174ed64a7,2049aabb-0fd4-4fa4-9674-9d4f7257da4e,55591d1bbfa3d89fc9d34870d96b3fc11001fbbe9721f29dac52c70c353229e057edc21fd1ee7b64b13f81889235cb122d1e66288401ef6b1dd4236b294031df
578,"PERTH OFFICE, PERTH, AUSTRALIA",OCCURRED_AT,ACCIDENT 578 - FAC SKANDI HERCULES HEAT EXHAUSTION TREATMENT 21 FEB 2DEY 2022,5f43d3067365df42688c4672ebc4bfc1d309b81d95c24a78ff90deaab7d997ee62002ecedd4d4f11bbcc3e7452708e14c4b478c36d0f93017d6b223174ed64a7,c93a4013-615d-44d9-81e8-20577d4a90a1,55591d1bbfa3d89fc9d34870d96b3fc11001fbbe9721f29dac52c70c353229e057edc21fd1ee7b64b13f81889235cb122d1e66288401ef6b1dd4236b294031df
827,NEAR MISS 827 - HSE INCIDENT –NEAR MISS INCIDENT - WAREHOUSE ROOF VENTILATOR FELL DUE TO HEAVY WIND,OCCURRED_AT,"COURBEVOIE, FRANCE",95745167f4faab55c6bf4a488bdd2159346f626480ca77b6a40db5fddbdca71ecc331906dbf487e9edc1c2b7ad7c0fbcc53d94bc3f06f08660760e61a936f0e3,cd1c6f21-bcf1-4488-9482-d19497880f97,1641e3642bebf73a370b93a629c4c2d8c79696f8b354864b13c5fd5cc8eef952554865a245cd1c6ad23d63829d37ef2104c16c0bb1bf8fd2b28aa9da0569ca0f
1283,ACCIDENT 1283 - CHEMICAL BURN AT PLAINT LINE STEPHERVILLE,USED_IN,CD757 HEAVY-DUTY DEGREASER,d53d26f10eb40eb3ea7e5ea92acb6226887c318b9705ca983070885c0c363dcf3da1fcf9c7e69baba4ef4e5f5d5ac7a1b1b6f6407979b06d6ccaf3ebbe2a1240,09673b49-2a9a-47d6-be66-48ae5696ecae,28fb5e7678a0d4728ca4b1d9d1252ceead38d0a04aeaf81ed19a73ea29d734dfd5a709eacb44c4afc9661038c591bb8b4b1cdffbb335e281dbb048066f880b38
1283,ACCIDENT 1283 - CHEMICAL BURN AT PLAINT LINE STEPHERVILLE,OCCURRED_AT,2022-0404-02,d53d26f10eb40eb3ea7e5ea92acb6226887c318b9705ca983070885c0c363dcf3da1fcf9c7e69baba4ef4e5f5d5ac7a1b1b6f6407979b06d6ccaf3ebbe2a1240,95f8fafe-78fd-45a7-b372-5358bd400a20,28fb5e7678a0d4728ca4b1d9d1252ceead38d0a04aeaf81ed19a73ea29d734dfd5a709eacb44c4afc9661038c591bb8b4b1cdffbb335e281dbb048066f880b38
1283,ACCIDENT 1283 - CHEMICAL BURN AT PLAINT LINE STEPHERVILLE,Skin (affected by chemical exposure),BODY_PART,d53d26f10eb40eb3ea7e5ea92acb6226887c318b9705ca983070885c0c363dcf3da1fcf9c7e69baba4ef4e5f5d5ac7a1b1b6f6407979b06d6ccaf3ebbe2a1240,5243f32b-dbbd-46e7-bb5d-3708d60c8416,28fb5e7678a0d4728ca4b1d9d1252ceead38d0a04aeaf81ed19a73ea29d734dfd5a709eacb44c4afc9661038c591bb8b4b1cdffbb335e281dbb048066f880b38
1283,ACCIDENT 1283 - CHEMICAL BURN AT PLAINT LINE STEPHERVILLE,OCCURRED_AT,STEVEVILLE MANUFACTURING,d53d26f10eb40eb3ea7e5ea92acb6226887c318b9705ca983070885c0c363dcf3da1fcf9c7e69baba4ef4e5f5d5ac7a1b1b6f6407979b06d6ccaf3ebbe2a1240,7688e701-a589-4fa3-9802-f04fad80a161,28fb5e7678a0d4728ca4b1d9d1252ceead38d0a04aeaf81ed19a73ea29d734dfd5a709eacb44c4afc9661038c591bb8b4b1cdffbb335e281dbb048066f880b38
1283,ACCIDENT 1283 - CHEMICAL BURN AT PLAINT LINE STEPHERVILLE,Not Applicable,LIFE_SAVING_RULES,d53d26f10eb40eb3ea7e5ea92acb6226887c318b9705ca983070885c0c363dcf3da1fcf9c7e69baba4ef4e5f5d5ac7a1b1b6f6407979b06d6ccaf3ebbe2a1240,12ac668a-8280-4afe-8867-b98e633267df,28fb5e7678a0d4728ca4b1d9d1252ceead38d0a04aeaf81ed19a73ea29d734dfd5a709eacb44c4afc9661038c591bb8b4b1cdffbb335e281dbb048066f880b38
1614,"ACCIDENT 1614 - HAND INJURY DURING FRAC VALVE INSTALLATION AT STAGER LOCATION ON MAY 5TH, 2022",CAUSED_BY,TECHNICIAN'S WORKPLACE (OKLAHOMA CITY SERVICE BASE) AND TECHNICIAN AREA TOWARDS THE FRAC VALVE STUDS,895a0447ecd696b4cb19e2c4a1e916af4a1dc980b7db9d7d2c6f534f5a53040b593bb5b5fe0f7e5d8a32102e47dd740fc00b0423454d4a23c1f7b9be081edabc,874ad270-c1ff-4b05-9129-9b446201eb3c,5615d651abd7d3d3719fddb5d1a175d4bebd247fd08dde22a188cc28e20c8bd4286caa8ff1ff923877bed1ae5018190f14d4287ba89abf4297eff12b8bdb55b7
1614,"TECHNICIAN'S HAND INJURY DURING FRAC VALVE INSTALLATION AT STAGER LOCATION ON MAY 5TH, 2022",CAUSED_BY,HOSPITAL OR MEDICAL FACILITY (WEATHERFORD OMARKA) - WHERE TECHNICIAN RECEIVED HAND STABSIONS AND ANTIBIOTIC PRESCRIPTION,895a0447ecd696b4cb19e2c4a1e916af4a1dc980b7db9d7d2c6f534f5a53040b593bb5b5fe0f7e5d8a32102e47dd740fc00b0423454d4a23c1f7b9be081edabc,a86d8c8f-25fe-4228-9ed6-b8fab190a222,5615d651abd7d3d3719fddb5d1a175d4bebd247fd08dde22a188cc28e20c8bd4286caa8ff1ff923877bed1ae5018190f14d4287ba89abf4297eff12b8bdb55b7
1614,"ACCIDENT 1614 - HAND INJURY DURING FRAC VALVE INSTALLATION AT STAGER LOCATION ON MAY 5TH, 2022",CAUSED_BY,FRAC VALVE STUDS,895a0447ecd696b4cb19e2c4a1e916af4a1dc980b7db9d7d2c6f534f5a53040b593bb5b5fe0f7e5d8a32102e47dd740fc00b0423454d4a23c1f7b9be081edabc,d34e90c5-d184-41a5-a528-ad491fb25e05,5615d651abd7d3d3719fddb5d1a175d4bebd247fd08dde22a188cc28e20c8bd4286caa8ff1ff923877bed1ae5018190f14d4287ba89abf4297eff12b8bdb55b7
1614,"ACCIDENT 1614 - HAND INJURY DURING FRAC VALVE INSTALLATION AT STAGER LOCATION ON MAY 5TH, 2022",OCCURRED_AT,TECHNICIAN'S WORKPLACE (OKLAHOMA CITY SERVICE BASE),895a0447ecd696b4cb19e2c4a1e916af4a1dc980b7db9d7d2c6f534f5a53040b593bb5b5fe0f7e5d8a32102e47dd740fc00b0423454d4a23c1f7b9be081edabc,862651ab-dc70-4fe0-b4d8-85b7d71f527a,5615d651abd7d3d3719fddb5d1a175d4bebd247fd08dde22a188cc28e20c8bd4286caa8ff1ff923877bed1ae5018190f14d4287ba89abf4297eff12b8bdb55b7
1614,"ACCIDENT 1614 - HAND INJURY DURING FRAC VALVE INSTALLATION AT STAGER LOCATION ON MAY 5TH, 2022","INVOLVED
AFFECTED",TECHNICIAN'S HAND,895a0447ecd696b4cb19e2c4a1e916af4a1dc980b7db9d7d2c6f534f5a53040b593bb5b5fe0f7e5d8a32102e47dd740fc00b0423454d4a23c1f7b9be081edabc,5c19a1cd-cd30-43d5-8123-708dd50f8e76,5615d651abd7d3d3719fddb5d1a175d4bebd247fd08dde22a188cc28e20c8bd4286caa8ff1ff923877bed1ae5018190f14d4287ba89abf4297eff12b8bdb55b7
1622,NEAR MISS 1622 - S11 - STACK UP - BORE PROTECTOR FALLS AFTER SWIVEL HOIST RING FAILS,INVOLVED,SWIVEL HOIST RINGS,f4a3a27dda8e10df8f160d5e477b190ab1c3f1b0c90ea8b1d7fef18f7bb5cfcb2a558fdd37041d420555e1d390e22e415c16fb79da3b89b312124ea85aae6096,e74ac400-76b1-488e-bbce-8e8c7edac590,5577f357f12a235910c87e32d5c7125c57bfa004e6e202b942d46400d68f384ebeda88ba209719306a87de8214e45ba5409322f06b16c3a77c9631a25ad699a8
1622,NEAR MISS 1622 - S11 - STACK UP - BORE PROTECTOR FALLS AFTER SWIVEL HOIST RING FAILS,INVOLVED,BORE PROTECTOR,f4a3a27dda8e10df8f160d5e477b190ab1c3f1b0c90ea8b1d7fef18f7bb5cfcb2a558fdd37041d420555e1d390e22e415c16fb79da3b89b312124ea85aae6096,353d56c1-aec2-446c-8d03-7987ec61df78,5577f357f12a235910c87e32d5c7125c57bfa004e6e202b942d46400d68f384ebeda88ba209719306a87de8214e45ba5409322f06b16c3a77c9631a25ad699a8
1631,ACCIDENT 1631 - ENTORSE NO JOINÃO DO PESO NA CASA DURANTE O TRABALHO.,OCCURRED_AT,"CORAL DO ATLANTICO (PLSV1), RIO DE JANEIRO, BRAZIL",600001fbb9b21c0c2b96751a34837db92dd4d9ed791df1f893288b410294e40554a2c2e40aab5735a04a1a725c9206b20192b0a01af6e7c2baa6fbc97f6c186e,c5f0d147-8ac7-42d8-8afe-afecbad71fbb,29177914baade5ed237866f43dde1382fce728cf4759a3fbfca4a6a4ceedd4a979132305e5a95f17b2fcf64be3240aafe809de9cc1021c088d9489f3095f38fe
1631,ACCIDENT 1631 - ENTORSE NO JOINÃO DO PESO NA CASA DURANTE O TRABALHO.,INVOLVED,KNEE SPARE,600001fbb9b21c0c2b96751a34837db92dd4d9ed791df1f893288b410294e40554a2c2e40aab5735a04a1a725c9206b20192b0a01af6e7c2baa6fbc97f6c186e,63024106-196e-4239-a927-37547e7cf159,29177914baade5ed237866f43dde1382fce728cf4759a3fbfca4a6a4ceedd4a979132305e5a95f17b2fcf64be3240aafe809de9cc1021c088d9489f3095f38fe
1756,"NEAR MISS 1756 - NEAR MISS SURF - MAY 12, 2022 DUE TO IMPROPER RIGGING INSTALLATION OF A SUBSEA CHAIN TENSIONER.",<USED_IN,<SUBSEA CHAIN TENSIONER,1a3fa1d3c73bc1e074b4ef487f22d05f49f00d9b20ab6910cafaccd8060eebd72183d0d9c8d1e2b2dc9f39f0284d6dc44b4eb40d1bd48e8e320abf3573a1fe6e,143dc63d-a96c-4ae6-a5e0-929f8eb2215d,bc7633e3acb055146abf2871cf78ec8830d90d812f9ffa2dd965de951c7bbcf1a24c0e8dfb230abcf74e901af1fc30e8b156ff9fdbd41314a99b2e7912e3b723
1756,"NEAR MISS 1756 - NEAR MISS SURF - MAY 12, 2022 DUE TO IMPROPER RIGGING INSTALLATION OF A SUBSEA CHAIN TENSIONER.",<TFMC618,<LOCATION_CODE,1a3fa1d3c73bc1e074b4ef487f22d05f49f00d9b20ab6910cafaccd8060eebd72183d0d9c8d1e2b2dc9f39f0284d6dc44b4eb40d1bd48e8e320abf3573a1fe6e,eec8178a-7d60-4bb3-adb3-1c1d75606219,bc7633e3acb055146abf2871cf78ec8830d90d812f9ffa2dd965de951c7bbcf1a24c0e8dfb230abcf74e901af1fc30e8b156ff9fdbd41314a99b2e7912e3b723
1756,"MWCC SHOREBASE THEODEP - NEAR MISS 1756 OCCURRED AT MAY 12, 2022.",<2022-05-12,<DATE,1a3fa1d3c73bc1e074b4ef487f22d05f49f00d9b20ab6910cafaccd8060eebd72183d0d9c8d1e2b2dc9f39f0284d6dc44b4eb40d1bd48e8e320abf3573a1fe6e,06c04278-5d8f-44bd-b289-a61fa5bbce08,bc7633e3acb055146abf2871cf78ec8830d90d812f9ffa2dd965de951c7bbcf1a24c0e8dfb230abcf74e901af1fc30e8b156ff9fdbd41314a99b2e7912e3b723
1756,"NEAR MISS 1756 - NEAR MISS SURF - MAY 12, 2022 DUE TO IMPROPER RIGGING INSTALLATION OF A SUBSEA CHAIN TENSIONER.",<NearMiss,<INCIDENT_TYPE,1a3fa1d3c73bc1e074b4ef487f22d05f49f00d9b20ab6910cafaccd8060eebd72183d0d9c8d1e2b2dc9f39f0284d6dc44b4eb40d1bd48e8e320abf3573a1fe6e,43cfab45-654a-45d6-a451-762fab6e0e52,bc7633e3acb055146abf2871cf78ec8830d90d812f9ffa2dd965de951c7bbcf1a24c0e8dfb230abcf74e901af1fc30e8b156ff9fdbd41314a99b2e7912e3b723
7421,NEAR MISS 7421 - QUASIACIDENTE GERADORES DA SPULBASE DE AQUINHO DO RIO BRANCO,ENVIRONMENTAL Hazard,DIESEL OIL LEAKAGE FROM GENERATOR PLATEAU AT SUNSET SURVEILLANCE BASE - SPULPBASE D'AQUISINHO DO RIO BRANCO,67f3051d1f8faec04a2cf0f33a7b923680f1bf2e4d486cde3f08a5804f1de6bd6db5bc6bc66e903541fca4d9b4dbddffc13296c93d6eaefca6df43885d7fd633,803146f3-d1ab-4d40-9bad-0462e83e6bbb,72832a78f8a092ce357c4d3896337e289e6758a96c388079447bca2a336397fbff57e22b08f2417f849f5101ae9c79bebc71f96f42233fd302adb2196aa2eee5
7421,NEAR MISS 7421 - QUASIACIDENTE GERADORES DA SPULBASE DE AQUINHO DO RIO BRANCO,"TECHNIP FMC OWNED OPERATION
WORK_RELATIONSHIP
OIL LEAKAGE from Generator Plateau during inspection by surveillant
2021-06-21
OCCURRED_AT",SPULPBASE D'AQUISINHO DO RIO BRANCO CAMPUS AT SUNSET SURVEILLANCE BASE - SPULPBASE D'AQUISINHO DO RIO BRANCO,67f3051d1f8faec04a2cf0f33a7b923680f1bf2e4d486cde3f08a5804f1de6bd6db5bc6bc66e903541fca4d9b4dbddffc13296c93d6eaefca6df43885d7fd633,0440e111-b80e-44c9-98b9-a05379808392,72832a78f8a092ce357c4d3896337e289e6758a96c388079447bca2a336397fbff57e22b08f2417f849f5101ae9c79bebc71f96f42233fd302adb2196aa2eee5
