id_l,id_r,type,title_l,title_r,score,nums_l,nums_r,num_jaccard,block_key,weak_match
c130e6ab-c222-481c-acfb-6c51cda7ecba,5d753769-a1d1-4945-acaf-d6bf581e5815,EQUIPMENT,DEEP-C DREDGER (SD-008),DEEP-C DREDGER (SD-025),0.9047619047619048,008,025,0.0,EQUIPMENT|DEEP|5,False
99b353bb-1902-4d68-a2fb-a38593addbd6,f33b7a3d-1cd7-4115-9804-8887077d16be,EQUIPMENT,DEEP-C DREDGER (SD-058),DEEP-C DREDGER (SD-063),0.9047619047619048,058,063,0.0,EQUIPMENT|DEEP|5,False
59ca3dd0-3dab-4bc9-a40f-35b8b3b3691c,915e97d0-694d-4e3c-b3d1-43316a96716f,EQUIPMENT,DEEP-C DREDGER (SD-031),DEEP-C DREDGER (SD-069),0.9047619047619048,031,069,0.0,EQUIPMENT|DEEP|5,False
0a5c13fe-e4eb-4a69-85e1-c8cf69a83972,b2d6b1ff-8823-4ad3-a43e-2b2752a5e2d8,EQUIPMENT,DEEP-C DREDGER (SD-015),DEEP-C DREDGER (SD-048),0.9047619047619048,015,048,0.0,EQUIPMENT|DEEP|5,False
4d15c2c4-f2ad-40fb-9fc1-9c4641c61cdc,59ca3dd0-3dab-4bc9-a40f-35b8b3b3691c,EQUIPMENT,DEEP-C DREDGER (SD-004),DEEP-C DREDGER (SD-031),0.9047619047619048,004,031,0.0,EQUIPMENT|DEEP|5,False
e9d7f76a-3631-42d3-bfe3-2d762e5f6fd7,86bb1bd3-aca5-4c51-b987-2c588360e4f2,EQUIPMENT,COMPANY VEHICLE LD3985,COMPANY VEHICLE LD3852,0.9545454545454546,3985,3852,0.0,EQUIPMENT|COMPANY|5,False
ed5da6fe-8e8b-4fa7-a46b-7c2c37d62728,d9fe8c18-a571-4335-a315-cf764abebe62,EQUIPMENT,REFORMER-1,REFORMER,1.0,1,,0.0,EQUIPMENT|REFORMER|2,False
0c44e102-a5d3-444f-9ad9-17bf8adf8713,3578442a-b17a-4d65-969b-e218d3a0eb42,LOCATION,MISSING WORKPLACE: WORKPLACE - YARDS/BASES - OTHER AND LOCATION: UNITED STATES - MOBILE,MISSING WORKPLACE: WORKPLACE - YARDS/BASES AND LOCATION: UNITED STATES - BLAIRSVILLE,0.903225806451613,,,1.0,LOCATION|MISSING|19,False
9487e1fe-7d3f-4229-9f00-ff3e109607fa,9c2efd90-30ac-404e-8dc2-82aab9f5969e,INJURY_TYPE,MINOR CUT TO FINGER,MINOR FINGER CUT,1.0,,,1.0,INJURY_TYPE|MINOR|4,True
d6bfd93b-6965-45d7-a08b-79d851b9ddda,6d0a7c9c-069c-4bf6-becd-c8fed5edcc08,EQUIPMENT,DEEP-C DREDGER (SD-020),DEEP-C DREDGER (SD-070),0.9523809523809524,020,070,0.0,EQUIPMENT|DEEP|5,False
2da317ca-ef8b-483a-82fb-ea0db6fcfe59,290ef883-9a4a-4d2b-914f-899c3575548c,EQUIPMENT,LIEBHERR-1130,LIEBHERR LR1130,0.9285714285714286,1130,1130,1.0,EQUIPMENT|LIEBHERR|3,False
0ecdb668-82ba-4ecd-a35d-de28cc73da9c,e4196753-ebe1-400f-9f2b-e9bc6fb60328,EQUIPMENT,PETROCRAFT#3,PETROCRAFT 3,1.0,3,3,1.0,EQUIPMENT|PETROCRAFT|3,True
2dde4662-e833-4f78-990a-6d554eb21d02,59ca3dd0-3dab-4bc9-a40f-35b8b3b3691c,EQUIPMENT,DEEP-C DREDGER (SD-019),DEEP-C DREDGER (SD-031),0.9523809523809524,019,031,0.0,EQUIPMENT|DEEP|5,False
f12fbbe3-ecb5-4cb4-8d07-1dce4aeb6588,cb5733c8-6834-46c5-917f-e434282d68d8,EQUIPMENT,DEEP-C DREDGER (SD-002),DEEP-C DREDGER (SD-023),0.9523809523809524,002,023,0.0,EQUIPMENT|DEEP|5,False
cb5733c8-6834-46c5-917f-e434282d68d8,d6ae4064-6887-4b0b-b47f-a3a685439e0d,EQUIPMENT,DEEP-C DREDGER (SD-023),DEEP-C DREDGER (SD-056),0.9047619047619048,023,056,0.0,EQUIPMENT|DEEP|5,False
2a354888-d90a-42f2-8fb6-4af1e30e3d2e,0186fe08-ad68-445e-bbc2-53e32c987f3f,EQUIPMENT,COMPANY VEHICLE LD5556,COMPANY VEHICLE LD5511,0.9090909090909092,5556,5511,0.0,EQUIPMENT|COMPANY|5,False
0a356643-6a50-4139-949c-1c68e259f4de,16f71216-3310-4492-8004-7cde2c785c17,EQUIPMENT,COMPANY VEHICLE LD3936,COMPANY VEHICLE LD3583,0.9090909090909092,3936,3583,0.0,EQUIPMENT|COMPANY|5,False
06fcbd54-2805-48e8-bda8-724944253a82,2670f357-7ddd-4ffb-ad71-660324028ee2,EQUIPMENT,DEEP-C DREDGER (SD-027),DEEP-C DREDGER (SD-077),0.9523809523809524,027,077,0.0,EQUIPMENT|DEEP|5,False
8d956832-1780-48f3-91bd-18340c191d4c,beef994f-9204-4229-8144-10db644afdb9,EQUIPMENT,DEEP-C DREDGER (SD-075),DEEP-C DREDGER (SD-099),0.9047619047619048,075,099,0.0,EQUIPMENT|DEEP|5,False
7561a911-42d8-47f2-8c82-cba63a506486,bd86bee9-b712-49b7-9434-845d47e75872,EQUIPMENT,DEEP-C DREDGER (SD-052),DEEP-C DREDGER (SD-085),0.9523809523809524,052,085,0.0,EQUIPMENT|DEEP|5,False
4296ebf9-4eab-4c9b-af9d-704d40db608f,2647b0bf-3b73-4fcf-8f8d-9ada90726307,EQUIPMENT,COMPANY VEHICLE LD3943,COMPANY VEHICLE LD3847,0.9090909090909092,3943,3847,0.0,EQUIPMENT|COMPANY|5,False
30d8fca4-c73f-459f-abb0-af2a236b7344,1ac12523-dd35-4d8b-95cb-b7a18c01abfe,EQUIPMENT,DEEP-C DREDGER (SD-017),DEEP-C DREDGER (SD-042),0.9047619047619048,017,042,0.0,EQUIPMENT|DEEP|5,False
318081ed-2730-4ed6-878e-d612408102f8,98d50bf1-d27b-4d2f-b943-4e49b25a07cc,EQUIPMENT,DEEP-C DREDGER (SD-024),DEEP-C DREDGER (SD-064),0.9523809523809524,024,064,0.0,EQUIPMENT|DEEP|5,False
0a2749ac-4bd5-482f-b65a-aba18652d726,b9a9ea77-d659-4929-a9cc-a46c3dc5464e,EQUIPMENT,DEEP-C DREDGER (SD-007),DEEP-C DREDGER (SD-120),0.9047619047619048,007,120,0.0,EQUIPMENT|DEEP|5,False
bd7d86b4-daef-4f78-9717-e7a365afb922,ef8cb64e-dc68-48b7-9a2f-38f52b095582,EQUIPMENT,DEEP-C DREDGER (SD-110),DEEP-C DREDGER (SD-114),0.9523809523809524,110,114,0.0,EQUIPMENT|DEEP|5,False
426352a3-b914-44a7-8a48-3dd5f27f0397,e7d1afdf-6b7d-494a-af3d-4a8b852e341f,BODY_PART,RIGHT HAND - 5TH FINGER,"RIGHT HAND, 5TH FINGER",1.0,5,5,1.0,BODY_PART|RIGHT|5,True
593524be-faf5-4ff0-90ed-fcaaa5885c98,b67c15f1-c649-4350-8084-3c780e6e8ff8,LOCATION,"DEEP ENERGY, ABERDEEN, UK, EUROPE, TECHNIPFMC","DEEP EXPLORER - ABERDEEN, UK, EUROPE, TECHNIPFMC",0.9066666666666668,,,1.0,LOCATION|DEEP|10,False
5838a804-3766-42d2-a24d-f159dabf4be0,c734b381-0561-4cf0-a845-53ec8a615e9c,EQUIPMENT,PALLET JACK,PALLET-JACK,1.0,,,1.0,EQUIPMENT|PALLET|2,True
a834aba1-c22a-4e98-ac01-7271fbafce1c,88de9ac0-f663-4ad6-adc7-a8ceaebad914,EQUIPMENT,COMPANY VEHICLE LD3954,COMPANY VEHICLE LD3785,0.9090909090909092,3954,3785,0.0,EQUIPMENT|COMPANY|5,False
2dde4662-e833-4f78-990a-6d554eb21d02,914d00ed-ebd7-47d0-988e-1668e72615c1,EQUIPMENT,DEEP-C DREDGER (SD-019),DEEP-C DREDGER (SD-038),0.9047619047619048,019,038,0.0,EQUIPMENT|DEEP|5,False
b40fe3ba-c9c9-4c04-8430-d4daf48f9264,dc476cc9-d7e5-49a1-875c-cddcede8e28e,EQUIPMENT,BROKEN PALLET,BROKEN PALLETS,0.9629629629629628,,,1.0,EQUIPMENT|BROKEN|3,True
422ce9fe-1b72-4b9b-90dd-9443e5020c78,92825c7b-b188-4f71-af14-4b3ad8eeb37f,EQUIPMENT,SHELL TELLUS S2 M 32,SHELL TELLUS S 2 M 32,0.926829268292683,2|32,2|32,1.0,EQUIPMENT|SHELL|5,False
212bf37e-499e-4184-b086-0b38a7aeb445,f64c6586-c955-47b4-bd90-1f4d0e15cd88,EQUIPMENT,COMPANY VEHICLE LD3964,COMPANY VEHICLE LD3966,0.9545454545454546,3964,3966,0.0,EQUIPMENT|COMPANY|5,False
b1478e03-fc77-4c60-97b9-ea471377434b,15b35324-8cbd-4e80-a6cf-991e0bbf35f1,LOCATION,ENI NBOUNDI SITE,ENI MBOUNDI SITE,0.9375,,,1.0,LOCATION|ENI|4,False
a596dd62-130e-4fff-9273-57decd24f60f,0774086e-7d36-4ff9-be3a-4061748c9a8f,EQUIPMENT,DEEP-C DREDGER (SD-034),DEEP-C DREDGER (SD-101),0.9047619047619048,034,101,0.0,EQUIPMENT|DEEP|5,False
fdab2e1a-18a0-4d6c-a489-b8fcd71aa86b,a1d980ce-2590-4625-b869-38547f8abdad,EQUIPMENT,COMPANY VEHICLE LD5542,COMPANY VEHICLE LD5513,0.9090909090909092,5542,5513,0.0,EQUIPMENT|COMPANY|5,False
c35b23b1-782c-495b-908d-1872d03fa0ad,f20203b3-0a80-4faf-b88f-174e2cee2017,EQUIPMENT,DEEP-C DREDGER (SD-061),DEEP-C DREDGER (SD-072),0.9047619047619048,061,072,0.0,EQUIPMENT|DEEP|5,False
a3fff9da-abf4-4439-899e-c1dce38ba077,a9be8c2d-1939-49ba-9e97-7b0815d9d701,EQUIPMENT,DEEP-C DREDGER (SD-073),DEEP-C DREDGER (SD-117),0.9047619047619048,073,117,0.0,EQUIPMENT|DEEP|5,False
ad3beff9-7c66-4e80-907a-ce8b72459a8b,3ed5131c-760d-459a-993a-70d03af67bae,EQUIPMENT,COMPANY VEHICLE LD5504,COMPANY VEHICLE LD5582,0.9090909090909092,5504,5582,0.0,EQUIPMENT|COMPANY|5,False
9ea38fb3-460e-48f4-ba5e-922fa80f2207,914d00ed-ebd7-47d0-988e-1668e72615c1,EQUIPMENT,DEEP-C DREDGER (SD-011),DEEP-C DREDGER (SD-038),0.9047619047619048,011,038,0.0,EQUIPMENT|DEEP|5,False
524f8790-a913-4861-b79c-47ebddb48208,d6ae4064-6887-4b0b-b47f-a3a685439e0d,EQUIPMENT,DEEP-C DREDGER (SD-029),DEEP-C DREDGER (SD-056),0.9047619047619048,029,056,0.0,EQUIPMENT|DEEP|5,False
117d13ac-dcfe-466a-9b5e-5668bc10cd0d,46c8057e-84b1-4d06-aefe-63df662305f0,EQUIPMENT,NITROGEN CYLINDERS,NITROGEN CYLINDER,0.9714285714285714,,,1.0,EQUIPMENT|NITROGEN|4,True
1787a705-a688-468d-a79d-475cfbfee187,aa71df3e-e16e-4554-bf91-73838685233e,EQUIPMENT,DEEP-C DREDGER (SD-005),DEEP-C DREDGER (SD-097),0.9047619047619048,005,097,0.0,EQUIPMENT|DEEP|5,False
3ea9a906-25f5-4546-aa58-89f8bca6d887,fa385680-94d9-4df6-beff-35831e22b474,EQUIPMENT,DEEP-C DREDGER (SD-105),DEEP-C DREDGER (SD-115),0.9523809523809524,105,115,0.0,EQUIPMENT|DEEP|5,False
4515042f-72cc-468b-8dc5-636c5454a4d5,ebcd590f-f242-4189-b0a8-677f4e521e1b,LOCATION,ROAD,ROAD 4,1.0,,4,0.0,LOCATION|ROAD|1,False
ab509eb9-2162-45cc-b1a7-ceb57b1595b6,458537eb-838c-42f4-af78-a4854b3bb5fb,EQUIPMENT,COMPANY VEHICLE LD3585,COMPANY VEHICLE LD5500,0.9090909090909092,3585,5500,0.0,EQUIPMENT|COMPANY|5,False
86926afd-a054-4337-a976-21af0f86a206,d5853ca2-34e7-401a-8d4e-6cc4bafc697c,BODY_PART,LEFT HAND 4TH FINGER,LEFT HAND 5TH FINGER,0.95,4,5,0.0,BODY_PART|LEFT|5,False
1ac12523-dd35-4d8b-95cb-b7a18c01abfe,0774086e-7d36-4ff9-be3a-4061748c9a8f,EQUIPMENT,DEEP-C DREDGER (SD-042),DEEP-C DREDGER (SD-101),0.9047619047619048,042,101,0.0,EQUIPMENT|DEEP|5,False
066e1cd2-465c-46a8-be79-66ab9de2c6d6,17cec2a0-c630-4470-b65c-39acfa7632be,ORGANIZATION,OOO VELESSTROYMONTAAZH,OOO VELESTROYMONTASZ,0.9047619047619048,,,1.0,ORGANIZATION|OOO|5,False
8d956832-1780-48f3-91bd-18340c191d4c,c324db46-cbcf-4546-a023-f1822c532707,EQUIPMENT,DEEP-C DREDGER (SD-075),DEEP-C DREDGER (SD-076),0.9523809523809524,075,076,0.0,EQUIPMENT|DEEP|5,False
e5e16a99-2787-47a8-a219-0b1ce06cb9f6,22a2f2a2-4bc6-4ebe-ba49-93ef38170662,EQUIPMENT,DEEP-C DREDGER (SD-057),DEEP-C DREDGER (SD-092),0.9047619047619048,057,092,0.0,EQUIPMENT|DEEP|5,False
ea136c2e-bb21-4b06-a102-90354f61712d,fdcfec33-4dda-4cc9-9ccf-52fc0139541d,LOCATION,SKANDI NITERÓI,SKANDI NITERÖI,0.9285714285714286,,,1.0,LOCATION|SKANDI|3,False
72da70f1-ae1c-479e-a4a6-0dd922741126,906b729a-a02d-48ba-81c2-f2d3c7ae28f1,EQUIPMENT,COMPANY VEHICLE LD5544,COMPANY VEHICLE LD5571,0.9090909090909092,5544,5571,0.0,EQUIPMENT|COMPANY|5,False
2d04678a-b8b4-4880-b5a3-a7ca37a0beb6,0e7743dc-e969-47e6-b270-e1263ceaf201,EQUIPMENT,COMPANY VEHICLE LD5519,COMPANY VEHICLE LD5502,0.9090909090909092,5519,5502,0.0,EQUIPMENT|COMPANY|5,False
af12461e-0e03-4c7d-8f1e-44e8767e61ba,fe573f90-bcad-485f-a391-23acc45f594b,EQUIPMENT,COMPANY VEHICLE LD3713,COMPANY VEHICLE LD3597,0.9090909090909092,3713,3597,0.0,EQUIPMENT|COMPANY|5,False
a36e13b7-2c9b-4c1f-abcb-9162d693e8c5,2b9a2032-61f8-4a45-9660-60e8d5f2d575,BODY_PART,RIGHT HAND (4TH FINGER),RIGHT-HAND THUMB FINGER,0.9090909090909092,4,,0.0,BODY_PART|RIGHT|5,False
b98c28da-6ba4-4b23-ae99-be367ad2e6e8,1bc5551e-7d67-439b-b2fd-121cdcdca48f,EQUIPMENT,DEEP-C DREDGER (SD-094),DEEP-C DREDGER (SD-109),0.9523809523809524,094,109,0.0,EQUIPMENT|DEEP|5,False
d6862eee-fcff-4903-b0fb-2ec77fed79a3,e04ac920-9a81-4021-b669-19033f904d98,EQUIPMENT,DEEP-C DREDGER (SD-013),DEEP-C DREDGER (SD-053),0.9523809523809524,013,053,0.0,EQUIPMENT|DEEP|5,False
73b8322a-bc16-48a4-9bd9-e538b135ae7b,beef994f-9204-4229-8144-10db644afdb9,EQUIPMENT,DEEP-C DREDGER (SD-006),DEEP-C DREDGER (SD-099),0.9047619047619048,006,099,0.0,EQUIPMENT|DEEP|5,False
e9cfbe9a-0191-481c-af34-ce178189ecc4,29ea9e8d-0365-426c-a81a-675bf7cfb7be,EQUIPMENT,TRACK HOE,TRACK-HOE,1.0,,,1.0,EQUIPMENT|TRACK|2,True
98d50bf1-d27b-4d2f-b943-4e49b25a07cc,e45e1383-26b6-4a20-91e0-50f14973dc20,EQUIPMENT,DEEP-C DREDGER (SD-064),DEEP-C DREDGER (SD-081),0.9047619047619048,064,081,0.0,EQUIPMENT|DEEP|5,False
370e2918-ad2c-4976-a227-0c641e75c6bf,e007e820-d3ae-4d6c-9785-c78538787cd9,LOCATION,HIGH BAY 5 AREA,HIGH BAY AREA,1.0,5,,0.0,LOCATION|HIGH|3,False
73b8322a-bc16-48a4-9bd9-e538b135ae7b,fd8fb285-faa4-4b66-9f20-974868627c09,EQUIPMENT,DEEP-C DREDGER (SD-006),DEEP-C DREDGER (SD-084),0.9047619047619048,006,084,0.0,EQUIPMENT|DEEP|5,False
bbefc044-d392-46eb-933e-81d1d647932f,f712154b-eaeb-48a8-a18e-794b7f6c784d,EQUIPMENT,DEEP-C DREDGER (SD-082),DEEP-C DREDGER (SD-087),0.9523809523809524,082,087,0.0,EQUIPMENT|DEEP|5,False
c85214ed-a78d-4cc9-91e5-9ad4e6fdb372,6b1e1985-76f5-4f9b-979f-9b03f48539f0,EQUIPMENT,DEEP-C DREDGER (SD-014),DEEP-C DREDGER (SD-060),0.9047619047619048,014,060,0.0,EQUIPMENT|DEEP|5,False
06fcbd54-2805-48e8-bda8-724944253a82,a3fff9da-abf4-4439-899e-c1dce38ba077,EQUIPMENT,DEEP-C DREDGER (SD-027),DEEP-C DREDGER (SD-073),0.9523809523809524,027,073,0.0,EQUIPMENT|DEEP|5,False
e5e16a99-2787-47a8-a219-0b1ce06cb9f6,e44a0160-7914-4743-9670-a94d72876c02,EQUIPMENT,DEEP-C DREDGER (SD-057),DEEP-C DREDGER (SD-059),0.9523809523809524,057,059,0.0,EQUIPMENT|DEEP|5,False
8314a245-25d4-400d-8b81-7a81557aef42,a7ea4bc1-ceaa-4b50-9a7a-891f5ab7840d,LOCATION,GREECE/KP 450,GREECE/KP 520,0.923076923076923,450,520,0.0,LOCATION|GREECE|3,False
6960a255-59ea-4029-af01-a98447f3b14c,954c1e25-46fc-43b4-8d58-6f2640b59b2e,EQUIPMENT,DEEP-C DREDGER (SD-041),DEEP-C DREDGER (SD-044),0.9523809523809524,041,044,0.0,EQUIPMENT|DEEP|5,False
f64c6586-c955-47b4-bd90-1f4d0e15cd88,198b8196-5286-4d7c-ad7f-b8a7ba56de7e,EQUIPMENT,COMPANY VEHICLE LD3966,COMPANY VEHICLE LD3667,0.9545454545454546,3966,3667,0.0,EQUIPMENT|COMPANY|5,False
8af1b843-eaa8-4567-b40d-9b2f40d3e54c,6b1e1985-76f5-4f9b-979f-9b03f48539f0,EQUIPMENT,DEEP-C DREDGER (SD-009),DEEP-C DREDGER (SD-060),0.9523809523809524,009,060,0.0,EQUIPMENT|DEEP|5,False
401d8e81-59fa-4ef9-b20a-b95639d8ba5a,beef994f-9204-4229-8144-10db644afdb9,EQUIPMENT,DEEP-C DREDGER (SD-096),DEEP-C DREDGER (SD-099),0.9523809523809524,096,099,0.0,EQUIPMENT|DEEP|5,False
a596dd62-130e-4fff-9273-57decd24f60f,7561a911-42d8-47f2-8c82-cba63a506486,EQUIPMENT,DEEP-C DREDGER (SD-034),DEEP-C DREDGER (SD-052),0.9047619047619048,034,052,0.0,EQUIPMENT|DEEP|5,False
d8e029c0-89eb-4cd8-a5f9-16eddf93d7cc,6d4e7866-1586-45c8-96b7-d37efe828f4c,EQUIPMENT,DEEP-C DREDGER (SD-045),DEEP-C DREDGER (SD-049),0.9523809523809524,045,049,0.0,EQUIPMENT|DEEP|5,False
d058c42b-373c-4f97-baa4-446bc6f14273,769eb7f9-3244-468a-b2ee-390a54529df4,EQUIPMENT,DEEP-C DREDGER (SD-030),DEEP-C DREDGER (SD-036),0.9523809523809524,030,036,0.0,EQUIPMENT|DEEP|5,False
7e65880f-9f10-4220-9f26-ee675984d3da,a3fff9da-abf4-4439-899e-c1dce38ba077,EQUIPMENT,DEEP-C DREDGER (SD-012),DEEP-C DREDGER (SD-073),0.9047619047619048,012,073,0.0,EQUIPMENT|DEEP|5,False
f0c65298-2086-415f-8578-9b4385da92bb,71fe02c6-d203-4e33-a579-cf7347855777,LOCATION,DECK,DECK F,1.0,,,1.0,LOCATION|DECK|1,True
4d15c2c4-f2ad-40fb-9fc1-9c4641c61cdc,6f5f1b6b-4a8d-487e-89d1-ba60fc78296b,EQUIPMENT,DEEP-C DREDGER (SD-004),DEEP-C DREDGER (SD-079),0.9047619047619048,004,079,0.0,EQUIPMENT|DEEP|5,False
742578bb-99b4-4a55-aa8b-ad49a1a91300,a2914307-a089-4db7-a7c6-4bb240badd25,LOCATION,PORT SIDE GRILLIAGE,PORT SIDE GRILLAGE,0.9729729729729728,,,1.0,LOCATION|PORT|4,True
0a0b8ede-6a95-4429-b454-9660fe3f2584,997a48a9-6b36-4939-aa2d-788733966816,EQUIPMENT,COMPANY VEHICLE LD3930,COMPANY VEHICLE LD3890,0.9545454545454546,3930,3890,0.0,EQUIPMENT|COMPANY|5,False
2ce5ed57-13bd-4603-a929-404fda4ff93b,8dc03ae3-3b59-43ee-9702-665eeefa5b09,EQUIPMENT,DEEP-C DREDGER (SD-043),DEEP-C DREDGER (SD-046),0.9523809523809524,043,046,0.0,EQUIPMENT|DEEP|5,False
ef763c90-950a-4baf-8c93-2bc6d61d255b,fd8fb285-faa4-4b66-9f20-974868627c09,EQUIPMENT,DEEP-C DREDGER (SD-047),DEEP-C DREDGER (SD-084),0.9523809523809524,047,084,0.0,EQUIPMENT|DEEP|5,False
7bf92618-f517-4e12-8b48-4c07927df8c4,c37ad90a-f214-452a-b45f-61017464a2c4,ORGANIZATION,OOO VELESTOYMONTAAZH,OOO VELESTROYMONTAAZH,0.975609756097561,,,1.0,ORGANIZATION|OOO|5,True
0e7743dc-e969-47e6-b270-e1263ceaf201,93dba91e-66dd-4549-9542-181629f6a655,EQUIPMENT,COMPANY VEHICLE LD5502,COMPANY VEHICLE LD5595,0.9090909090909092,5502,5595,0.0,EQUIPMENT|COMPANY|5,False
babb82d4-04fd-46af-a12b-909f6460c746,f5387631-82f6-4c4e-a4ef-5fb5966698e1,EQUIPMENT,DEEP-C DREDGER (SD-051),DEEP-C DREDGER (SD-091),0.9523809523809524,051,091,0.0,EQUIPMENT|DEEP|5,False
5d753769-a1d1-4945-acaf-d6bf581e5815,2a2c9537-149a-43b2-9c5e-67af0e3bdbd1,EQUIPMENT,DEEP-C DREDGER (SD-025),DEEP-C DREDGER (SD-040),0.9047619047619048,025,040,0.0,EQUIPMENT|DEEP|5,False
babb82d4-04fd-46af-a12b-909f6460c746,0fc190fb-80b8-4dd8-be12-aa05fe2c6bea,EQUIPMENT,DEEP-C DREDGER (SD-051),DEEP-C DREDGER (SD-062),0.9047619047619048,051,062,0.0,EQUIPMENT|DEEP|5,False
18dcfa29-dc26-42bb-8892-159f4fa3a68f,64a1bc95-f8ce-418e-804f-c763328de735,ORGANIZATION,SUB-CONTRACTOR,SUB CONTRACTOR,1.0,,,1.0,ORGANIZATION|SUB|3,True
a60079d3-da0f-49ac-83bb-d882c5e30b6c,022f3a0f-c02a-4808-803e-d5738fd9112e,EQUIPMENT,DEEP-C DREDGER (SD-003),DEEP-C DREDGER (SD-083),0.9523809523809524,003,083,0.0,EQUIPMENT|DEEP|5,False
5298353f-afdf-4fc1-a91c-be8e300ba659,b98c28da-6ba4-4b23-ae99-be367ad2e6e8,EQUIPMENT,DEEP-C DREDGER (SD-055),DEEP-C DREDGER (SD-094),0.9047619047619048,055,094,0.0,EQUIPMENT|DEEP|5,False
6b1e1985-76f5-4f9b-979f-9b03f48539f0,5f653b0e-6b66-4247-97b9-27d88342a04a,EQUIPMENT,DEEP-C DREDGER (SD-060),DEEP-C DREDGER (SD-107),0.9047619047619048,060,107,0.0,EQUIPMENT|DEEP|5,False
524f8790-a913-4861-b79c-47ebddb48208,b8d60a7d-3ffa-4f13-a849-189ab2d34c1d,EQUIPMENT,DEEP-C DREDGER (SD-029),DEEP-C DREDGER (SD-090),0.9523809523809524,029,090,0.0,EQUIPMENT|DEEP|5,False
